"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele","scicomm","isl","after_school","arachnid_course","arachnid_research"
106,"Fall 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,0,0,1,0,0,0
106,"Fall 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,0,0,1,0,0,0
86,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,1,1,0,0
86,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,1,1,1,0,0
86,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,1,1,1,0,0
35,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,4,1,0,0,0,0,0
35,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,0,0,0,0,0
72,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,0,0,0,0
72,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,0,0,0,0
72,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,1,0,0,0,0
52,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",5,4,1,0,0,0,0,0
52,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
52,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
46,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,1,0,0
46,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,0,0,1,0,0
46,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,1,0,0
46,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,1,0,0
88,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,1,0,0,0
88,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,1,0,0,0
88,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,1,0,0,0
88,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,1,0,0,0
75,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,0,1,1,0,0,1
75,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,0,1,1,0,0,1
51,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,0,0,0,0,0
51,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
51,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,0,0,0
51,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,0,0,0,0,0
4,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
4,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
4,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
11,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,4,1,0,0,0,0,0
64,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",5,4,1,1,1,0,0,0
64,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,4,1,1,1,0,0,0
64,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,1,0,0,0
28,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,0,1,1,0,0
28,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",2,4,1,0,1,1,0,0
28,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",2,4,1,0,1,1,0,0
6,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,0,1,0,0
6,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,0,1,0,0
37,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,1,1,0,0
34,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,0,0,0
34,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,0,0,0,0,0
34,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,0,0,0,0,0
23,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,0,0,0
78,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",1,4,1,1,0,0,0,0
78,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",5,4,1,1,0,0,0,0
2,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,0,1,0,1
2,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,1,0,1,0,1
2,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,4,1,1,0,1,0,1
2,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",2,4,1,1,0,1,0,1
2,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,1,0,1,0,1
89,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
63,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,0,0,1,0
63,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,1,0,0,1,0
63,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,1,0,0,1,0
74,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,5,1,1,0,0,0,1
68,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,1,0,1,0,0,0
58,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",5,5,1,0,0,0,0,0
58,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,5,1,0,0,0,0,0
61,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",5,5,1,1,1,0,0,0
61,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,5,1,1,1,0,0,0
61,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",1,5,1,1,1,0,0,0
61,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,5,1,1,1,0,0,0
61,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,5,1,1,1,0,0,0
61,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",2,5,1,1,1,0,0,0
5,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,1,0,0,0,0,0
31,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,5,0,0,0,0,0,0
31,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,5,0,0,0,0,0,0
31,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,0,0,0,0,0,0
36,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",5,5,1,1,0,0,0,0
36,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",5,5,1,1,0,0,0,0
36,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,1,0,0,0,0
36,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,1,0,0,0,0
48,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,0,0,1,0,0,0
66,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,0,1,1,1,0,1
53,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,1,1,0,0,0,0
90,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,5,1,1,0,0,0,0
90,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,1,1,0,0,0,0
43,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",5,5,0,0,0,0,0,0
43,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,0,0,0,0,0,0
43,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,0,0,0,0,0,0
83,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,0,0,0,0,0
85,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,0,0,1,0,0,0
20,"Fall 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",5,5,0,1,1,0,0,0
20,"Fall 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,5,0,1,1,0,0,0
25,"Fall 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,5,0,0,0,0,0,0
21,"Fall 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,5,0,0,0,0,0,0
21,"Fall 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",2,5,0,0,0,0,0,0
21,"Fall 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,0,0,0,0,0,0
21,"Fall 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,0,0,0,0,0,0
14,"Fall 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,5,1,1,1,1,1,1
14,"Fall 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,1,1,1,1,1
67,"Fall 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,5,1,0,0,0,0,0
67,"Fall 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",5,5,1,0,0,0,0,0
67,"Fall 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",5,5,1,0,0,0,0,0
35,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,0,0,0,0,0
6,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,1,0,1,0,0
23,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,0,0,0,0,0
23,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,0,0,0,0,0
2,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,5,1,1,0,1,0,1
89,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,5,1,0,0,0,0,0
63,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,5,1,1,0,0,1,0
62,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,NULL,0,0,0,1,0,0
62,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,NULL,0,0,0,1,0,0
62,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,NULL,0,0,0,1,0,0
62,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",2,NULL,0,0,0,1,0,0
62,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,NULL,0,0,0,1,0,0
