"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele"
2,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
33,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
33,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
89,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
63,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
63,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
63,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
63,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
24,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
24,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
24,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
24,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
24,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
24,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
24,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
74,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
68,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
58,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
57,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
57,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
61,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
61,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
61,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
61,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
61,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
61,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
61,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
31,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
31,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
31,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
31,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
31,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
31,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
31,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
40,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
36,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
48,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
48,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
44,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
44,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
44,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
44,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
44,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
44,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
44,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
73,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
73,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
66,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
66,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
49,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
54,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
54,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
54,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
54,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
54,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
54,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
53,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
55,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
55,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
45,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
90,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
43,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
43,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,0
43,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
43,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
103,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
83,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
83,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
83,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
83,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,5,1
83,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
30,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
30,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
30,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
30,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
81,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
81,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
15,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
15,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
25,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
25,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,0
41,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,5,0
41,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,5,0
14,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
14,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
14,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
14,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
14,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
14,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
14,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
67,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
35,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
35,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
35,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
35,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
35,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
35,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
72,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
72,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
72,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
72,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
72,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
72,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
46,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
46,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
46,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
46,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
4,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
4,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
4,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
4,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
11,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
64,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
64,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
28,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
28,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
28,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
28,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
28,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
28,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
6,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
6,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
6,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
37,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
37,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
37,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
37,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
34,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
34,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
34,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
34,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
34,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
34,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
34,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
78,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
2,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5,1
89,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5,1
